Complexity metrics,mar., 25 oct. 2022 00:22:40 EDT
Method,CogC,ev(G),iv(G),v(G)
"org.jfree.data.xy.XYIntervalSeries.add(double, double, double, double, double, double)",0,1,1,1
org.jfree.data.xy.XYIntervalSeries.getDataItem(int),0,1,1,1
org.jfree.data.xy.XYIntervalSeries.getX(int),0,1,1,1
org.jfree.data.xy.XYIntervalSeries.getXHighValue(int),0,1,1,1
org.jfree.data.xy.XYIntervalSeries.getXLowValue(int),0,1,1,1
org.jfree.data.xy.XYIntervalSeries.getYHighValue(int),0,1,1,1
org.jfree.data.xy.XYIntervalSeries.getYLowValue(int),0,1,1,1
org.jfree.data.xy.XYIntervalSeries.getYValue(int),0,1,1,1
org.jfree.data.xy.XYIntervalSeriesCollection.XYIntervalSeriesCollection(),0,1,1,1
org.jfree.data.xy.XYIntervalSeriesCollection.addSeries(XYIntervalSeries<S>),0,1,1,1
org.jfree.data.xy.XYIntervalSeriesCollection.clone(),0,1,1,1
org.jfree.data.xy.XYIntervalSeriesCollection.equals(Object),2,3,1,3
"org.jfree.data.xy.XYIntervalSeriesCollection.getEndX(int, int)",0,1,1,1
"org.jfree.data.xy.XYIntervalSeriesCollection.getEndXValue(int, int)",0,1,1,1
"org.jfree.data.xy.XYIntervalSeriesCollection.getEndY(int, int)",0,1,1,1
"org.jfree.data.xy.XYIntervalSeriesCollection.getEndYValue(int, int)",0,1,1,1
org.jfree.data.xy.XYIntervalSeriesCollection.getItemCount(int),0,1,1,1
org.jfree.data.xy.XYIntervalSeriesCollection.getSeries(int),0,1,1,1
org.jfree.data.xy.XYIntervalSeriesCollection.getSeriesCount(),0,1,1,1
org.jfree.data.xy.XYIntervalSeriesCollection.getSeriesKey(int),0,1,1,1
"org.jfree.data.xy.XYIntervalSeriesCollection.getStartX(int, int)",0,1,1,1
"org.jfree.data.xy.XYIntervalSeriesCollection.getStartXValue(int, int)",0,1,1,1
"org.jfree.data.xy.XYIntervalSeriesCollection.getStartY(int, int)",0,1,1,1
"org.jfree.data.xy.XYIntervalSeriesCollection.getStartYValue(int, int)",0,1,1,1
"org.jfree.data.xy.XYIntervalSeriesCollection.getX(int, int)",0,1,1,1
"org.jfree.data.xy.XYIntervalSeriesCollection.getY(int, int)",0,1,1,1
"org.jfree.data.xy.XYIntervalSeriesCollection.getYValue(int, int)",0,1,1,1
org.jfree.data.xy.XYIntervalSeriesCollection.removeAllSeries(),1,1,2,2
org.jfree.data.xy.XYIntervalSeriesCollection.removeSeries(XYIntervalSeries<S>),1,1,2,2
org.jfree.data.xy.XYIntervalSeriesCollection.removeSeries(int),2,2,2,3
org.jfree.data.xy.XYIntervalSeriesCollectionTest.test1170825(),2,1,2,3
org.jfree.data.xy.XYIntervalSeriesCollectionTest.testCloning(),0,1,1,1
org.jfree.data.xy.XYIntervalSeriesCollectionTest.testEquals(),0,1,1,1
org.jfree.data.xy.XYIntervalSeriesCollectionTest.testPublicCloneable(),0,1,1,1
org.jfree.data.xy.XYIntervalSeriesCollectionTest.testRemoveSeries(),2,1,1,3
org.jfree.data.xy.XYIntervalSeriesCollectionTest.testSerialization(),0,1,1,1
org.jfree.data.xy.XYIntervalSeriesTest.seriesChanged(SeriesChangeEvent),0,1,1,1
org.jfree.data.xy.XYIntervalSeriesTest.testAdd(),0,1,1,1
org.jfree.data.xy.XYIntervalSeriesTest.testAdditionOfDuplicateXValues(),0,1,1,1
org.jfree.data.xy.XYIntervalSeriesTest.testClear(),0,1,1,1
org.jfree.data.xy.XYIntervalSeriesTest.testCloning(),0,1,1,1
org.jfree.data.xy.XYIntervalSeriesTest.testEquals(),0,1,1,1
org.jfree.data.xy.XYIntervalSeriesTest.testIndexOf(),0,1,1,1
org.jfree.data.xy.XYIntervalSeriesTest.testIndexOf2(),0,1,1,1
org.jfree.data.xy.XYIntervalSeriesTest.testRemove(),0,1,1,1
org.jfree.data.xy.XYIntervalSeriesTest.testSerialization(),0,1,1,1
org.jfree.data.xy.XYIntervalSeriesTest.testSetMaximumItemCount(),0,1,1,1
org.jfree.data.xy.XYIntervalSeriesTest.testSetMaximumItemCount2(),0,1,1,1
org.jfree.data.xy.XYIntervalSeriesTest.testValues(),0,1,1,1
org.jfree.data.xy.XYIntervalTest.testCloning(),0,1,1,1
org.jfree.data.xy.XYIntervalTest.testEquals(),0,1,1,1
org.jfree.data.xy.XYIntervalTest.testSerialization(),0,1,1,1
"org.jfree.data.xy.XYItemKey.XYItemKey(S, int)",0,1,1,1
org.jfree.data.xy.XYItemKey.compareTo(XYItemKey<S>),1,1,1,2
org.jfree.data.xy.XYItemKey.equals(Object),4,5,1,5
org.jfree.data.xy.XYItemKey.getItemIndex(),0,1,1,1
org.jfree.data.xy.XYItemKey.getSeriesKey(),0,1,1,1
org.jfree.data.xy.XYItemKey.hashCode(),0,1,1,1
org.jfree.data.xy.XYItemKey.toJSONString(),0,1,1,1
org.jfree.data.xy.XYItemKey.toString(),0,1,1,1
org.jfree.data.xy.XYSeries.XYSeries(K),0,1,1,1
"org.jfree.data.xy.XYSeries.XYSeries(K, boolean)",0,1,1,1
"org.jfree.data.xy.XYSeries.XYSeries(K, boolean, boolean)",0,1,1,1
"org.jfree.data.xy.XYSeries.add(Number, Number)",0,1,1,1
"org.jfree.data.xy.XYSeries.add(Number, Number, boolean)",0,1,1,1
org.jfree.data.xy.XYSeries.add(XYDataItem),0,1,1,1
"org.jfree.data.xy.XYSeries.add(XYDataItem, boolean)",26,6,9,11
"org.jfree.data.xy.XYSeries.add(double, Number)",0,1,1,1
"org.jfree.data.xy.XYSeries.add(double, Number, boolean)",0,1,1,1
"org.jfree.data.xy.XYSeries.add(double, double)",0,1,1,1
"org.jfree.data.xy.XYSeries.add(double, double, boolean)",0,1,1,1
"org.jfree.data.xy.XYSeries.addOrUpdate(Number, Number)",0,1,1,1
org.jfree.data.xy.XYSeries.addOrUpdate(XYDataItem),14,2,7,9
"org.jfree.data.xy.XYSeries.addOrUpdate(double, double)",0,1,1,1
org.jfree.data.xy.XYSeries.clear(),1,1,2,2
org.jfree.data.xy.XYSeries.clone(),0,1,1,1
"org.jfree.data.xy.XYSeries.createCopy(int, int)",6,3,3,4
"org.jfree.data.xy.XYSeries.delete(int, int)",0,1,1,1
org.jfree.data.xy.XYSeries.equals(Object),7,8,1,8
org.jfree.data.xy.XYSeries.findBoundsByIteration(),1,1,2,2
org.jfree.data.xy.XYSeries.getAllowDuplicateXValues(),0,1,1,1
org.jfree.data.xy.XYSeries.getAutoSort(),0,1,1,1
org.jfree.data.xy.XYSeries.getDataItem(int),0,1,1,1
org.jfree.data.xy.XYSeries.getItemCount(),0,1,1,1
org.jfree.data.xy.XYSeries.getItems(),0,1,1,1
org.jfree.data.xy.XYSeries.getMaxX(),0,1,1,1
org.jfree.data.xy.XYSeries.getMaxY(),0,1,1,1
org.jfree.data.xy.XYSeries.getMaximumItemCount(),0,1,1,1
org.jfree.data.xy.XYSeries.getMinX(),0,1,1,1
org.jfree.data.xy.XYSeries.getMinY(),0,1,1,1
org.jfree.data.xy.XYSeries.getRawDataItem(int),0,1,1,1
org.jfree.data.xy.XYSeries.getX(int),0,1,1,1
org.jfree.data.xy.XYSeries.getY(int),0,1,1,1
org.jfree.data.xy.XYSeries.hashCode(),5,1,4,6
org.jfree.data.xy.XYSeries.indexOf(Number),7,4,3,4
"org.jfree.data.xy.XYSeries.maxIgnoreNaN(double, double)",2,3,1,3
"org.jfree.data.xy.XYSeries.minIgnoreNaN(double, double)",2,3,1,3
org.jfree.data.xy.XYSeries.remove(Number),0,1,1,1
org.jfree.data.xy.XYSeries.remove(int),0,1,1,1
org.jfree.data.xy.XYSeries.setMaximumItemCount(int),1,1,2,2
org.jfree.data.xy.XYSeries.toArray(),4,1,3,3
"org.jfree.data.xy.XYSeries.update(Number, Number)",1,2,1,2
org.jfree.data.xy.XYSeries.updateBoundsForAddedItem(XYDataItem),1,1,2,2
org.jfree.data.xy.XYSeries.updateBoundsForRemovedItem(XYDataItem),16,1,5,11
"org.jfree.data.xy.XYSeries.updateByIndex(int, Number)",4,1,3,5
org.jfree.data.xy.XYSeriesCollection.XYSeriesCollection(),0,1,1,1
org.jfree.data.xy.XYSeriesCollection.XYSeriesCollection(XYSeries<S>),1,1,2,2
org.jfree.data.xy.XYSeriesCollection.addSeries(XYSeries<S>),1,2,2,2
org.jfree.data.xy.XYSeriesCollection.clone(),0,1,1,1
org.jfree.data.xy.XYSeriesCollection.equals(Object),3,4,1,4
org.jfree.data.xy.XYSeriesCollection.getDomainBounds(boolean),13,3,5,6
org.jfree.data.xy.XYSeriesCollection.getDomainLowerBound(boolean),8,2,5,5
org.jfree.data.xy.XYSeriesCollection.getDomainOrder(),3,3,2,3
org.jfree.data.xy.XYSeriesCollection.getDomainUpperBound(boolean),12,2,5,5
"org.jfree.data.xy.XYSeriesCollection.getEndX(int, int)",0,1,1,1
"org.jfree.data.xy.XYSeriesCollection.getEndY(int, int)",0,1,1,1
org.jfree.data.xy.XYSeriesCollection.getIntervalPositionFactor(),0,1,1,1
org.jfree.data.xy.XYSeriesCollection.getIntervalWidth(),0,1,1,1
org.jfree.data.xy.XYSeriesCollection.getItemCount(int),0,1,1,1
org.jfree.data.xy.XYSeriesCollection.getRangeBounds(boolean),7,2,4,5
org.jfree.data.xy.XYSeriesCollection.getRangeLowerBound(boolean),7,1,4,4
org.jfree.data.xy.XYSeriesCollection.getRangeUpperBound(boolean),7,1,4,4
org.jfree.data.xy.XYSeriesCollection.getSeries(),1,1,1,2
org.jfree.data.xy.XYSeriesCollection.getSeries(S),3,3,2,3
org.jfree.data.xy.XYSeriesCollection.getSeries(int),0,1,1,1
org.jfree.data.xy.XYSeriesCollection.getSeriesCount(),0,1,1,1
org.jfree.data.xy.XYSeriesCollection.getSeriesIndex(S),3,3,2,3
org.jfree.data.xy.XYSeriesCollection.getSeriesKey(int),0,1,1,1
"org.jfree.data.xy.XYSeriesCollection.getStartX(int, int)",0,1,1,1
"org.jfree.data.xy.XYSeriesCollection.getStartY(int, int)",0,1,1,1
"org.jfree.data.xy.XYSeriesCollection.getX(int, int)",0,1,1,1
"org.jfree.data.xy.XYSeriesCollection.getY(int, int)",0,1,1,1
org.jfree.data.xy.XYSeriesCollection.hashCode(),0,1,1,1
org.jfree.data.xy.XYSeriesCollection.indexOf(XYSeries<S>),0,1,1,1
org.jfree.data.xy.XYSeriesCollection.isAutoWidth(),0,1,1,1
org.jfree.data.xy.XYSeriesCollection.readObject(ObjectInputStream),1,1,2,2
org.jfree.data.xy.XYSeriesCollection.removeAllSeries(),1,1,2,2
org.jfree.data.xy.XYSeriesCollection.removeSeries(XYSeries<S>),1,1,2,2
org.jfree.data.xy.XYSeriesCollection.removeSeries(int),1,1,2,2
org.jfree.data.xy.XYSeriesCollection.setAutoWidth(boolean),0,1,1,1
org.jfree.data.xy.XYSeriesCollection.setIntervalPositionFactor(double),0,1,1,1
org.jfree.data.xy.XYSeriesCollection.setIntervalWidth(double),1,2,1,2
org.jfree.data.xy.XYSeriesCollection.vetoableChange(PropertyChangeEvent),3,4,1,4
org.jfree.data.xy.XYSeriesCollection.writeObject(ObjectOutputStream),0,1,1,1
org.jfree.data.xy.XYSeriesCollectionTest.test1170825(),2,1,2,3
org.jfree.data.xy.XYSeriesCollectionTest.testAddSeries(),1,1,2,2
org.jfree.data.xy.XYSeriesCollectionTest.testBug3445507(),0,1,1,1
org.jfree.data.xy.XYSeriesCollectionTest.testCloning(),0,1,1,1
org.jfree.data.xy.XYSeriesCollectionTest.testConstructor(),0,1,1,1
org.jfree.data.xy.XYSeriesCollectionTest.testEquals(),0,1,1,1
org.jfree.data.xy.XYSeriesCollectionTest.testGetDomainBounds(),0,1,1,1
org.jfree.data.xy.XYSeriesCollectionTest.testGetRangeBounds(),0,1,1,1
org.jfree.data.xy.XYSeriesCollectionTest.testGetRangeLowerBound(),0,1,1,1
org.jfree.data.xy.XYSeriesCollectionTest.testGetRangeUpperBound(),0,1,1,1
org.jfree.data.xy.XYSeriesCollectionTest.testGetSeries(),2,1,3,3
org.jfree.data.xy.XYSeriesCollectionTest.testGetSeriesByKey(),2,1,3,3
org.jfree.data.xy.XYSeriesCollectionTest.testIndexOf(),0,1,1,1
org.jfree.data.xy.XYSeriesCollectionTest.testPublicCloneable(),0,1,1,1
org.jfree.data.xy.XYSeriesCollectionTest.testRemoveSeries(),2,1,3,3
org.jfree.data.xy.XYSeriesCollectionTest.testSerialization(),0,1,1,1
org.jfree.data.xy.XYSeriesTest.testAdd(),0,1,1,1
org.jfree.data.xy.XYSeriesTest.testAddOrUpdate(),0,1,1,1
org.jfree.data.xy.XYSeriesTest.testAddOrUpdate2(),0,1,1,1
org.jfree.data.xy.XYSeriesTest.testAddOrUpdate3(),0,1,1,1
org.jfree.data.xy.XYSeriesTest.testAdditionOfDuplicateXValues(),0,1,1,1
org.jfree.data.xy.XYSeriesTest.testBug1955483(),0,1,1,1
org.jfree.data.xy.XYSeriesTest.testClear(),0,1,1,1
org.jfree.data.xy.XYSeriesTest.testCloning(),0,1,1,1
org.jfree.data.xy.XYSeriesTest.testCloning2(),0,1,1,1
org.jfree.data.xy.XYSeriesTest.testCloning3(),0,1,1,1
org.jfree.data.xy.XYSeriesTest.testDelete(),0,1,1,1
org.jfree.data.xy.XYSeriesTest.testEquals(),0,1,1,1
org.jfree.data.xy.XYSeriesTest.testGetMaxX(),0,1,1,1
org.jfree.data.xy.XYSeriesTest.testGetMaxY(),0,1,1,1
org.jfree.data.xy.XYSeriesTest.testGetMaxY2(),0,1,1,1
org.jfree.data.xy.XYSeriesTest.testGetMinX(),0,1,1,1
org.jfree.data.xy.XYSeriesTest.testGetMinY(),0,1,1,1
org.jfree.data.xy.XYSeriesTest.testHashCode(),0,1,1,1
org.jfree.data.xy.XYSeriesTest.testIndexOf(),0,1,1,1
org.jfree.data.xy.XYSeriesTest.testIndexOf2(),0,1,1,1
org.jfree.data.xy.XYSeriesTest.testIndexOf3(),0,1,1,1
org.jfree.data.xy.XYSeriesTest.testRemove(),0,1,1,1
org.jfree.data.xy.XYSeriesTest.testRemove2(),0,1,1,1
org.jfree.data.xy.XYSeriesTest.testSerialization(),0,1,1,1
org.jfree.data.xy.XYSeriesTest.testSetMaximumItemCount(),0,1,1,1
org.jfree.data.xy.XYSeriesTest.testSetMaximumItemCount2(),0,1,1,1
org.jfree.data.xy.XYSeriesTest.testSetMaximumItemCount3(),0,1,1,1
org.jfree.data.xy.XYSeriesTest.testSetMaximumItemCount4(),0,1,1,1
org.jfree.data.xy.XYSeriesTest.testToArray(),0,1,1,1
org.jfree.data.xy.XYSeriesTest.testToArrayExample(),0,1,1,1
org.jfree.data.xy.XYSeriesTest.testUpdate(),1,1,1,2
org.jfree.data.xy.XYSeriesTest.testUpdate2(),0,1,1,1
org.jfree.data.xy.XYSeriesTest.testUpdateByIndex(),0,1,1,1
org.jfree.data.xy.XYSeriesTest.testUpdateByIndex2(),0,1,1,1
org.jfree.data.xy.XYSeriesTest.testUpdateByIndex3(),0,1,1,1
org.jfree.data.xy.XYSeriesTest.testUpdateXY(),0,1,1,1
"org.jfree.data.xy.YInterval.YInterval(double, double, double)",0,1,1,1
org.jfree.data.xy.YInterval.equals(Object),5,6,1,6
org.jfree.data.xy.YInterval.getY(),0,1,1,1
org.jfree.data.xy.YInterval.getYHigh(),0,1,1,1
org.jfree.data.xy.YInterval.getYLow(),0,1,1,1
"org.jfree.data.xy.YIntervalDataItem.YIntervalDataItem(double, double, double, double)",0,1,1,1
org.jfree.data.xy.YIntervalDataItem.getX(),0,1,1,1
org.jfree.data.xy.YIntervalDataItem.getYHighValue(),2,2,2,2
org.jfree.data.xy.YIntervalDataItem.getYLowValue(),2,2,2,2
org.jfree.data.xy.YIntervalDataItem.getYValue(),2,2,2,2
org.jfree.data.xy.YIntervalDataItemTest.testCloning(),0,1,1,1
org.jfree.data.xy.YIntervalDataItemTest.testConstructor1(),0,1,1,1
org.jfree.data.xy.YIntervalDataItemTest.testEquals(),0,1,1,1
org.jfree.data.xy.YIntervalDataItemTest.testSerialization(),0,1,1,1
org.jfree.data.xy.YIntervalSeries.YIntervalSeries(S),0,1,1,1
"org.jfree.data.xy.YIntervalSeries.YIntervalSeries(S, boolean, boolean)",0,1,1,1
"org.jfree.data.xy.YIntervalSeries.add(YIntervalDataItem, boolean)",0,1,1,1
"org.jfree.data.xy.YIntervalSeries.add(double, double, double, double)",0,1,1,1
org.jfree.data.xy.YIntervalSeries.getDataItem(int),0,1,1,1
org.jfree.data.xy.YIntervalSeries.getX(int),0,1,1,1
org.jfree.data.xy.YIntervalSeries.getYHighValue(int),0,1,1,1
org.jfree.data.xy.YIntervalSeries.getYLowValue(int),0,1,1,1
org.jfree.data.xy.YIntervalSeries.getYValue(int),0,1,1,1
org.jfree.data.xy.YIntervalSeriesCollection.YIntervalSeriesCollection(),0,1,1,1
org.jfree.data.xy.YIntervalSeriesCollection.addSeries(YIntervalSeries<S>),0,1,1,1
org.jfree.data.xy.YIntervalSeriesCollection.clone(),0,1,1,1
org.jfree.data.xy.YIntervalSeriesCollection.equals(Object),2,3,1,3
"org.jfree.data.xy.YIntervalSeriesCollection.getEndX(int, int)",0,1,1,1
"org.jfree.data.xy.YIntervalSeriesCollection.getEndY(int, int)",0,1,1,1
"org.jfree.data.xy.YIntervalSeriesCollection.getEndYValue(int, int)",0,1,1,1
org.jfree.data.xy.YIntervalSeriesCollection.getItemCount(int),0,1,1,1
org.jfree.data.xy.YIntervalSeriesCollection.getSeries(int),0,1,1,1
org.jfree.data.xy.YIntervalSeriesCollection.getSeriesCount(),0,1,1,1
org.jfree.data.xy.YIntervalSeriesCollection.getSeriesKey(int),0,1,1,1
"org.jfree.data.xy.YIntervalSeriesCollection.getStartX(int, int)",0,1,1,1
"org.jfree.data.xy.YIntervalSeriesCollection.getStartY(int, int)",0,1,1,1
"org.jfree.data.xy.YIntervalSeriesCollection.getStartYValue(int, int)",0,1,1,1
"org.jfree.data.xy.YIntervalSeriesCollection.getX(int, int)",0,1,1,1
"org.jfree.data.xy.YIntervalSeriesCollection.getY(int, int)",0,1,1,1
"org.jfree.data.xy.YIntervalSeriesCollection.getYValue(int, int)",0,1,1,1
org.jfree.data.xy.YIntervalSeriesCollection.removeAllSeries(),1,1,2,2
org.jfree.data.xy.YIntervalSeriesCollection.removeSeries(YIntervalSeries<S>),1,1,2,2
org.jfree.data.xy.YIntervalSeriesCollection.removeSeries(int),0,1,1,1
org.jfree.data.xy.YIntervalSeriesCollectionTest.test1170825(),2,1,2,3
org.jfree.data.xy.YIntervalSeriesCollectionTest.testCloning(),0,1,1,1
org.jfree.data.xy.YIntervalSeriesCollectionTest.testEquals(),0,1,1,1
org.jfree.data.xy.YIntervalSeriesCollectionTest.testPublicCloneable(),0,1,1,1
org.jfree.data.xy.YIntervalSeriesCollectionTest.testRemoveSeries(),2,1,1,3
org.jfree.data.xy.YIntervalSeriesCollectionTest.testSerialization(),0,1,1,1
org.jfree.data.xy.YIntervalSeriesTest.seriesChanged(SeriesChangeEvent),0,1,1,1
org.jfree.data.xy.YIntervalSeriesTest.testAdd(),0,1,1,1
org.jfree.data.xy.YIntervalSeriesTest.testAdditionOfDuplicateXValues(),0,1,1,1
org.jfree.data.xy.YIntervalSeriesTest.testClear(),0,1,1,1
org.jfree.data.xy.YIntervalSeriesTest.testCloning(),0,1,1,1
org.jfree.data.xy.YIntervalSeriesTest.testEquals(),0,1,1,1
org.jfree.data.xy.YIntervalSeriesTest.testIndexOf(),0,1,1,1
org.jfree.data.xy.YIntervalSeriesTest.testIndexOf2(),0,1,1,1
org.jfree.data.xy.YIntervalSeriesTest.testRemove(),0,1,1,1
org.jfree.data.xy.YIntervalSeriesTest.testSerialization(),0,1,1,1
org.jfree.data.xy.YIntervalSeriesTest.testSetMaximumItemCount(),0,1,1,1
org.jfree.data.xy.YIntervalSeriesTest.testSetMaximumItemCount2(),0,1,1,1
org.jfree.data.xy.YIntervalTest.testCloning(),0,1,1,1
org.jfree.data.xy.YIntervalTest.testEquals(),0,1,1,1
org.jfree.data.xy.YIntervalTest.testSerialization(),0,1,1,1
"org.jfree.data.xy.YWithXInterval.YWithXInterval(double, double, double)",0,1,1,1
org.jfree.data.xy.YWithXInterval.equals(Object),5,6,1,6
org.jfree.data.xy.YWithXInterval.getXHigh(),0,1,1,1
org.jfree.data.xy.YWithXInterval.getXLow(),0,1,1,1
org.jfree.data.xy.YWithXInterval.getY(),0,1,1,1
org.jfree.data.xy.YWithXIntervalTest.testCloning(),0,1,1,1
org.jfree.data.xy.YWithXIntervalTest.testEquals(),0,1,1,1
org.jfree.data.xy.YWithXIntervalTest.testSerialization(),0,1,1,1
"paintIcon(Component, Graphics, int, int)",2,n/a,n/a,n/a

Class,OCavg,OCmax,WMC
org.jfree.chart.AreaChartTest,"1,00",1,6
org.jfree.chart.AreaChartTest.LocalListener,"1,00",1,1
org.jfree.chart.BarChartTest,"1,00",1,6
org.jfree.chart.BarChartTest.LocalListener,"1,00",1,1
org.jfree.chart.ChartColor,"1,00",1,2
org.jfree.chart.ChartFactory,"2,62",16,131
org.jfree.chart.ChartHints,"1,00",1,1
org.jfree.chart.ChartHints.Key,"2,50",4,5
org.jfree.chart.ChartRenderingInfo,"1,62",6,21
org.jfree.chart.ChartRenderingInfoTest,"1,00",1,4
org.jfree.chart.ChartTransferable,"1,86",6,13
org.jfree.chart.ChartUtils,"1,10",3,32
org.jfree.chart.GanttChartTest,"1,00",1,9
org.jfree.chart.GanttChartTest.LocalListener,"1,00",1,1
org.jfree.chart.JFreeChart,"2,12",16,157
org.jfree.chart.JFreeChartTest,"1,00",1,14
org.jfree.chart.LegendItemCollectionTest,"1,00",1,3
org.jfree.chart.LegendItemTest,"1,00",1,4
org.jfree.chart.LineChartTest,"1,00",1,6
org.jfree.chart.LineChartTest.LocalListener,"1,00",1,1
org.jfree.chart.MeterChartTest,"1,00",1,1
org.jfree.chart.PieChartTest,"1,00",1,3
org.jfree.chart.PieChartTest.LocalListener,"1,00",1,1
org.jfree.chart.ScatterPlotTest,"1,00",1,5
org.jfree.chart.ScatterPlotTest.LocalListener,"1,00",1,1
org.jfree.chart.StackedAreaChartTest,"1,00",1,6
org.jfree.chart.StackedAreaChartTest.LocalListener,"1,00",1,1
org.jfree.chart.StackedBarChartTest,"1,00",1,6
org.jfree.chart.StackedBarChartTest.LocalListener,"1,00",1,1
org.jfree.chart.StandardChartTheme,"2,13",33,200
org.jfree.chart.StandardChartThemeTest,"1,00",1,3
org.jfree.chart.TestUtils,"1,67",3,5
org.jfree.chart.TimeSeriesChartTest,"1,00",1,5
org.jfree.chart.TimeSeriesChartTest.LocalListener,"1,00",1,1
org.jfree.chart.WaterfallChartTest,"1,00",1,5
org.jfree.chart.XYAreaChartTest,"1,00",1,5
org.jfree.chart.XYAreaChartTest.LocalListener,"1,00",1,1
org.jfree.chart.XYBarChartTest,"1,00",1,5
org.jfree.chart.XYBarChartTest.LocalListener,"1,00",1,1
org.jfree.chart.XYLineChartTest,"1,00",1,5
org.jfree.chart.XYLineChartTest.LocalListener,"1,00",1,1
org.jfree.chart.XYStepAreaChartTest,"1,00",1,5
org.jfree.chart.XYStepAreaChartTest.LocalListener,"1,00",1,1
org.jfree.chart.XYStepChartTest,"1,00",1,5
org.jfree.chart.XYStepChartTest.LocalListener,"1,00",1,1
org.jfree.chart.annotations.AbstractAnnotation,"1,36",3,15
org.jfree.chart.annotations.AbstractXYAnnotation,"2,00",5,16
org.jfree.chart.annotations.CategoryLineAnnotation,"1,53",9,29
org.jfree.chart.annotations.CategoryLineAnnotationTest,"1,00",1,6
org.jfree.chart.annotations.CategoryPointerAnnotation,"1,52",12,35
org.jfree.chart.annotations.CategoryPointerAnnotationTest,"1,00",1,5
org.jfree.chart.annotations.CategoryTextAnnotation,"1,73",7,19
org.jfree.chart.annotations.CategoryTextAnnotationTest,"1,00",1,5
org.jfree.chart.annotations.TextAnnotation,"1,47",9,25
org.jfree.chart.annotations.TextAnnotationTest,"1,00",1,5
org.jfree.chart.annotations.XYBoxAnnotation,"1,88",11,30
org.jfree.chart.annotations.XYBoxAnnotationTest,"1,00",1,7
org.jfree.chart.annotations.XYDataImageAnnotation,"1,75",10,28
org.jfree.chart.annotations.XYDrawableAnnotation,"1,91",10,21
org.jfree.chart.annotations.XYDrawableAnnotationTest,"1,00",1,5
org.jfree.chart.annotations.XYDrawableAnnotationTest.TestDrawable,"1,50",3,6
org.jfree.chart.annotations.XYImageAnnotation,"1,83",8,22
org.jfree.chart.annotations.XYImageAnnotationTest,n/a,n/a,0
org.jfree.chart.annotations.XYLineAnnotation,"1,93",10,27
org.jfree.chart.annotations.XYLineAnnotationTest,"1,00",1,7
org.jfree.chart.annotations.XYPointerAnnotation,"1,61",11,37
org.jfree.chart.annotations.XYPointerAnnotationTest,"1,00",1,5
org.jfree.chart.annotations.XYPolygonAnnotation,"2,23",8,29
org.jfree.chart.annotations.XYPolygonAnnotationTest,"1,00",1,5
org.jfree.chart.annotations.XYShapeAnnotation,"2,33",8,21
org.jfree.chart.annotations.XYShapeAnnotationTest,"1,00",1,5
org.jfree.chart.annotations.XYTextAnnotation,"1,58",15,49
org.jfree.chart.annotations.XYTextAnnotationTest,"1,00",1,5
org.jfree.chart.annotations.XYTitleAnnotation,"2,40",13,36
org.jfree.chart.annotations.XYTitleAnnotationTest,"1,00",1,5
org.jfree.chart.api.HorizontalAlignment,n/a,n/a,0
org.jfree.chart.api.Layer,n/a,n/a,0
org.jfree.chart.api.LengthAdjustmentType,n/a,n/a,0
org.jfree.chart.api.RectangleAlignment,"14,00",14,14
org.jfree.chart.api.RectangleAlignmentTest,"1,00",1,1
org.jfree.chart.api.RectangleAnchor,"11,00",11,22
org.jfree.chart.api.RectangleEdge,"3,50",6,14
org.jfree.chart.api.RectangleInsets,"1,97",8,57
org.jfree.chart.api.Rotation,"1,00",1,2
org.jfree.chart.api.SortOrder,n/a,n/a,0
org.jfree.chart.api.TableOrder,n/a,n/a,0
org.jfree.chart.api.UnitType,n/a,n/a,0
org.jfree.chart.api.VerticalAlignment,n/a,n/a,0
org.jfree.chart.api.XYCoordinateType,n/a,n/a,0
org.jfree.chart.axis.Axis,"2,07",27,153
org.jfree.chart.axis.AxisCollection,"1,83",6,11
org.jfree.chart.axis.AxisLabelLocation,n/a,n/a,0
org.jfree.chart.axis.AxisLocation,"3,50",6,7
org.jfree.chart.axis.AxisLocationTest,"1,00",1,3
org.jfree.chart.axis.AxisSpace,"2,26",9,43
org.jfree.chart.axis.AxisSpaceTest,"1,00",1,3
org.jfree.chart.axis.AxisState,"1,38",6,18
org.jfree.chart.axis.AxisTest,"1,00",1,4
org.jfree.chart.axis.CategoryAnchor,n/a,n/a,0
org.jfree.chart.axis.CategoryAnchorTest,"1,00",1,3
org.jfree.chart.axis.CategoryAxis,"2,53",14,134
org.jfree.chart.axis.CategoryAxisTest,"1,00",1,5
org.jfree.chart.axis.CategoryLabelPosition,"1,67",9,20
org.jfree.chart.axis.CategoryLabelPositionTest,"1,00",1,3
org.jfree.chart.axis.CategoryLabelPositions,"1,91",7,21
org.jfree.chart.axis.CategoryLabelPositionsTest,"1,00",1,3
org.jfree.chart.axis.CategoryLabelWidthType,n/a,n/a,0
org.jfree.chart.axis.CategoryLabelWidthTypeTest,"1,00",1,3
org.jfree.chart.axis.CategoryTick,"1,83",6,11
org.jfree.chart.axis.CategoryTickTest,"1,00",1,4
org.jfree.chart.axis.CompassFormat,"1,29",2,9
org.jfree.chart.axis.CyclicNumberAxis,"3,53",24,120
org.jfree.chart.axis.CyclicNumberAxis.CycleBoundTick,"1,00",1,1
