Complexity metrics,mar., 25 oct. 2022 00:22:40 EDT
Method,CogC,ev(G),iv(G),v(G)
"org.jfree.chart.plot.CategoryPlot.setDomainAxis(int, CategoryAxis)",0,1,1,1
"org.jfree.chart.plot.CategoryPlot.setDomainAxis(int, CategoryAxis, boolean)",4,1,5,5
org.jfree.chart.plot.CategoryPlot.setDomainAxisLocation(AxisLocation),0,1,1,1
"org.jfree.chart.plot.CategoryPlot.setDomainAxisLocation(AxisLocation, boolean)",0,1,1,1
"org.jfree.chart.plot.CategoryPlot.setDomainAxisLocation(int, AxisLocation)",0,1,1,1
"org.jfree.chart.plot.CategoryPlot.setDomainAxisLocation(int, AxisLocation, boolean)",3,2,2,4
org.jfree.chart.plot.CategoryPlot.setDomainCrosshairColumnKey(C),0,1,1,1
"org.jfree.chart.plot.CategoryPlot.setDomainCrosshairColumnKey(C, boolean)",1,1,2,2
org.jfree.chart.plot.CategoryPlot.setDomainCrosshairPaint(Paint),0,1,1,1
org.jfree.chart.plot.CategoryPlot.setDomainCrosshairRowKey(R),0,1,1,1
"org.jfree.chart.plot.CategoryPlot.setDomainCrosshairRowKey(R, boolean)",1,1,2,2
org.jfree.chart.plot.CategoryPlot.setDomainCrosshairStroke(Stroke),0,1,1,1
org.jfree.chart.plot.CategoryPlot.setDomainCrosshairVisible(boolean),1,1,2,2
org.jfree.chart.plot.CategoryPlot.setDomainGridlinePaint(Paint),0,1,1,1
org.jfree.chart.plot.CategoryPlot.setDomainGridlinePosition(CategoryAnchor),0,1,1,1
org.jfree.chart.plot.CategoryPlot.setDomainGridlineStroke(Stroke),0,1,1,1
org.jfree.chart.plot.CategoryPlot.setDomainGridlinesVisible(boolean),1,1,2,2
org.jfree.chart.plot.CategoryPlot.setDrawSharedDomainAxis(boolean),0,1,1,1
org.jfree.chart.plot.CategoryPlot.setFixedDomainAxisSpace(AxisSpace),0,1,1,1
"org.jfree.chart.plot.CategoryPlot.setFixedDomainAxisSpace(AxisSpace, boolean)",1,1,2,2
org.jfree.chart.plot.CategoryPlot.setFixedLegendItems(LegendItemCollection),0,1,1,1
org.jfree.chart.plot.CategoryPlot.setFixedRangeAxisSpace(AxisSpace),0,1,1,1
"org.jfree.chart.plot.CategoryPlot.setFixedRangeAxisSpace(AxisSpace, boolean)",1,1,2,2
org.jfree.chart.plot.CategoryPlot.setOrientation(PlotOrientation),0,1,1,1
org.jfree.chart.plot.CategoryPlot.setRangeAxes(ValueAxis[]),1,1,2,2
org.jfree.chart.plot.CategoryPlot.setRangeAxis(ValueAxis),0,1,1,1
"org.jfree.chart.plot.CategoryPlot.setRangeAxis(int, ValueAxis)",0,1,1,1
"org.jfree.chart.plot.CategoryPlot.setRangeAxis(int, ValueAxis, boolean)",4,1,5,5
org.jfree.chart.plot.CategoryPlot.setRangeAxisLocation(AxisLocation),0,1,1,1
"org.jfree.chart.plot.CategoryPlot.setRangeAxisLocation(AxisLocation, boolean)",0,1,1,1
"org.jfree.chart.plot.CategoryPlot.setRangeAxisLocation(int, AxisLocation)",0,1,1,1
"org.jfree.chart.plot.CategoryPlot.setRangeAxisLocation(int, AxisLocation, boolean)",3,2,2,4
org.jfree.chart.plot.CategoryPlot.setRangeCrosshairLockedOnData(boolean),1,1,2,2
org.jfree.chart.plot.CategoryPlot.setRangeCrosshairPaint(Paint),0,1,1,1
org.jfree.chart.plot.CategoryPlot.setRangeCrosshairStroke(Stroke),0,1,1,1
org.jfree.chart.plot.CategoryPlot.setRangeCrosshairValue(double),0,1,1,1
"org.jfree.chart.plot.CategoryPlot.setRangeCrosshairValue(double, boolean)",2,1,3,3
org.jfree.chart.plot.CategoryPlot.setRangeCrosshairVisible(boolean),1,1,2,2
org.jfree.chart.plot.CategoryPlot.setRangeGridlinePaint(Paint),0,1,1,1
org.jfree.chart.plot.CategoryPlot.setRangeGridlineStroke(Stroke),0,1,1,1
org.jfree.chart.plot.CategoryPlot.setRangeGridlinesVisible(boolean),1,1,2,2
org.jfree.chart.plot.CategoryPlot.setRangeMinorGridlinePaint(Paint),0,1,1,1
org.jfree.chart.plot.CategoryPlot.setRangeMinorGridlineStroke(Stroke),0,1,1,1
org.jfree.chart.plot.CategoryPlot.setRangeMinorGridlinesVisible(boolean),1,1,2,2
org.jfree.chart.plot.CategoryPlot.setRangePannable(boolean),0,1,1,1
org.jfree.chart.plot.CategoryPlot.setRangeZeroBaselinePaint(Paint),0,1,1,1
org.jfree.chart.plot.CategoryPlot.setRangeZeroBaselineStroke(Stroke),0,1,1,1
org.jfree.chart.plot.CategoryPlot.setRangeZeroBaselineVisible(boolean),0,1,1,1
org.jfree.chart.plot.CategoryPlot.setRenderer(CategoryItemRenderer),0,1,1,1
"org.jfree.chart.plot.CategoryPlot.setRenderer(CategoryItemRenderer, boolean)",0,1,1,1
"org.jfree.chart.plot.CategoryPlot.setRenderer(int, CategoryItemRenderer)",0,1,1,1
"org.jfree.chart.plot.CategoryPlot.setRenderer(int, CategoryItemRenderer, boolean)",3,1,4,4
org.jfree.chart.plot.CategoryPlot.setRenderers(CategoryItemRenderer[]),1,1,2,2
org.jfree.chart.plot.CategoryPlot.setRowRenderingOrder(SortOrder),0,1,1,1
org.jfree.chart.plot.CategoryPlot.setShadowGenerator(ShadowGenerator),0,1,1,1
org.jfree.chart.plot.CategoryPlot.setWeight(int),0,1,1,1
org.jfree.chart.plot.CategoryPlot.writeObject(ObjectOutputStream),0,1,1,1
org.jfree.chart.plot.CategoryPlot.zoom(double),2,1,2,2
"org.jfree.chart.plot.CategoryPlot.zoomDomainAxes(double, PlotRenderingInfo, Point2D)",0,1,1,1
"org.jfree.chart.plot.CategoryPlot.zoomDomainAxes(double, PlotRenderingInfo, Point2D, boolean)",0,1,1,1
"org.jfree.chart.plot.CategoryPlot.zoomDomainAxes(double, double, PlotRenderingInfo, Point2D)",0,1,1,1
"org.jfree.chart.plot.CategoryPlot.zoomRangeAxes(double, PlotRenderingInfo, Point2D)",0,1,1,1
"org.jfree.chart.plot.CategoryPlot.zoomRangeAxes(double, PlotRenderingInfo, Point2D, boolean)",9,3,4,5
"org.jfree.chart.plot.CategoryPlot.zoomRangeAxes(double, double, PlotRenderingInfo, Point2D)",3,1,3,3
org.jfree.chart.plot.CategoryPlotTest.test1169972(),0,1,1,1
org.jfree.chart.plot.CategoryPlotTest.test1654215(),1,1,2,2
org.jfree.chart.plot.CategoryPlotTest.testAddDomainMarker(),0,1,1,1
org.jfree.chart.plot.CategoryPlotTest.testAddRangeMarker(),0,1,1,1
org.jfree.chart.plot.CategoryPlotTest.testAxisIndices(),0,1,1,1
org.jfree.chart.plot.CategoryPlotTest.testAxisLocationIndices(),0,1,1,1
org.jfree.chart.plot.CategoryPlotTest.testAxisRange(),0,1,1,1
org.jfree.chart.plot.CategoryPlotTest.testBug2817504(),1,1,2,2
org.jfree.chart.plot.CategoryPlotTest.testCloning(),1,1,2,2
org.jfree.chart.plot.CategoryPlotTest.testCloning2(),1,1,2,2
org.jfree.chart.plot.CategoryPlotTest.testCloning3(),1,1,2,2
org.jfree.chart.plot.CategoryPlotTest.testConstructor(),0,1,1,1
org.jfree.chart.plot.CategoryPlotTest.testDatasetIndices(),0,1,1,1
org.jfree.chart.plot.CategoryPlotTest.testDomainMarkerIndices(),0,1,1,1
org.jfree.chart.plot.CategoryPlotTest.testEquals(),0,1,1,1
org.jfree.chart.plot.CategoryPlotTest.testEquals_ObjectList(),0,1,1,1
org.jfree.chart.plot.CategoryPlotTest.testEquals_ObjectList2(),0,1,1,1
org.jfree.chart.plot.CategoryPlotTest.testEquals_ObjectList3(),0,1,1,1
org.jfree.chart.plot.CategoryPlotTest.testEquals_ObjectList4(),0,1,1,1
org.jfree.chart.plot.CategoryPlotTest.testEquals_ObjectList5(),0,1,1,1
org.jfree.chart.plot.CategoryPlotTest.testGetDomainAxisForDataset(),1,1,1,2
org.jfree.chart.plot.CategoryPlotTest.testGetDomainAxisIndex(),1,1,1,2
org.jfree.chart.plot.CategoryPlotTest.testGetRangeAxisForDataset(),1,1,1,2
org.jfree.chart.plot.CategoryPlotTest.testGetRangeAxisIndex(),1,1,1,2
org.jfree.chart.plot.CategoryPlotTest.testGetRendererForDataset2(),0,1,1,1
org.jfree.chart.plot.CategoryPlotTest.testMapDatasetToDomainAxis(),0,1,1,1
org.jfree.chart.plot.CategoryPlotTest.testMapDatasetToRangeAxis(),0,1,1,1
org.jfree.chart.plot.CategoryPlotTest.testRangeMarkerIndices(),0,1,1,1
org.jfree.chart.plot.CategoryPlotTest.testRemoveDomainMarker(),0,1,1,1
org.jfree.chart.plot.CategoryPlotTest.testRemoveRangeMarker(),0,1,1,1
org.jfree.chart.plot.CategoryPlotTest.testRendererIndices(),0,1,1,1
org.jfree.chart.plot.CategoryPlotTest.testSerialization(),0,1,1,1
org.jfree.chart.plot.CategoryPlotTest.testSerialization2(),0,1,1,1
org.jfree.chart.plot.CategoryPlotTest.testSerialization3(),1,1,2,2
org.jfree.chart.plot.CategoryPlotTest.testSerialization4(),1,1,2,2
org.jfree.chart.plot.CategoryPlotTest.testSerialization5(),0,1,1,1
org.jfree.chart.plot.CategoryPlotTest.testSetRenderer(),0,1,1,1
org.jfree.chart.plot.CombinedDomainCategoryPlot.CombinedDomainCategoryPlot(),0,1,1,1
org.jfree.chart.plot.CombinedDomainCategoryPlot.CombinedDomainCategoryPlot(CategoryAxis),0,1,1,1
org.jfree.chart.plot.CombinedDomainCategoryPlot.add(CategoryPlot),0,1,1,1
"org.jfree.chart.plot.CombinedDomainCategoryPlot.add(CategoryPlot, int)",2,2,2,3
"org.jfree.chart.plot.CombinedDomainCategoryPlot.calculateAxisSpace(Graphics2D, Rectangle2D)",18,1,12,12
org.jfree.chart.plot.CombinedDomainCategoryPlot.clone(),1,1,2,2
"org.jfree.chart.plot.CombinedDomainCategoryPlot.draw(Graphics2D, Rectangle2D, Point2D, PlotState, PlotRenderingInfo)",9,1,6,8
org.jfree.chart.plot.CombinedDomainCategoryPlot.equals(Object),4,5,1,5
"org.jfree.chart.plot.CombinedDomainCategoryPlot.findSubplot(PlotRenderingInfo, Point2D)",1,1,2,2
org.jfree.chart.plot.CombinedDomainCategoryPlot.getCategories(),10,1,5,5
org.jfree.chart.plot.CombinedDomainCategoryPlot.getCategoriesForAxis(CategoryAxis),0,1,1,1
org.jfree.chart.plot.CombinedDomainCategoryPlot.getDataRange(ValueAxis),0,1,1,1
org.jfree.chart.plot.CombinedDomainCategoryPlot.getGap(),0,1,1,1
org.jfree.chart.plot.CombinedDomainCategoryPlot.getLegendItems(),6,1,4,4
org.jfree.chart.plot.CombinedDomainCategoryPlot.getSubplots(),2,2,2,2
"org.jfree.chart.plot.CombinedDomainCategoryPlot.handleClick(int, int, PlotRenderingInfo)",3,1,3,3
org.jfree.chart.plot.CombinedDomainCategoryPlot.plotChanged(PlotChangeEvent),0,1,1,1
org.jfree.chart.plot.CombinedDomainCategoryPlot.receive(ChartElementVisitor),0,1,1,1
org.jfree.chart.plot.CombinedDomainCategoryPlot.remove(CategoryPlot),7,1,4,6
org.jfree.chart.plot.CombinedDomainCategoryPlot.setFixedRangeAxisSpaceForSubplots(AxisSpace),1,1,2,2
org.jfree.chart.plot.CombinedDomainCategoryPlot.setGap(double),0,1,1,1
org.jfree.chart.plot.CombinedDomainCategoryPlot.setOrientation(PlotOrientation),1,1,2,2
org.jfree.chart.plot.CombinedDomainCategoryPlot.setShadowGenerator(ShadowGenerator),1,1,2,2
"org.jfree.chart.plot.CombinedDomainCategoryPlot.zoomRangeAxes(double, PlotRenderingInfo, Point2D)",0,1,1,1
"org.jfree.chart.plot.CombinedDomainCategoryPlot.zoomRangeAxes(double, PlotRenderingInfo, Point2D, boolean)",4,1,3,3
"org.jfree.chart.plot.CombinedDomainCategoryPlot.zoomRangeAxes(double, double, PlotRenderingInfo, Point2D)",4,1,3,3
org.jfree.chart.plot.CombinedDomainCategoryPlotTest.chartChanged(ChartChangeEvent),0,1,1,1
org.jfree.chart.plot.CombinedDomainCategoryPlotTest.createDataset1(),0,1,1,1
org.jfree.chart.plot.CombinedDomainCategoryPlotTest.createDataset2(),0,1,1,1
org.jfree.chart.plot.CombinedDomainCategoryPlotTest.createPlot(),0,1,1,1
org.jfree.chart.plot.CombinedDomainCategoryPlotTest.testCloning(),0,1,1,1
org.jfree.chart.plot.CombinedDomainCategoryPlotTest.testEquals(),0,1,1,1
org.jfree.chart.plot.CombinedDomainCategoryPlotTest.testNotification(),0,1,1,1
org.jfree.chart.plot.CombinedDomainCategoryPlotTest.testRemoveSubplot(),0,1,1,1
org.jfree.chart.plot.CombinedDomainCategoryPlotTest.testSerialization(),0,1,1,1
org.jfree.chart.plot.CombinedDomainXYPlot.CombinedDomainXYPlot(),0,1,1,1
org.jfree.chart.plot.CombinedDomainXYPlot.CombinedDomainXYPlot(ValueAxis),0,1,1,1
org.jfree.chart.plot.CombinedDomainXYPlot.add(XYPlot),0,1,1,1
"org.jfree.chart.plot.CombinedDomainXYPlot.add(XYPlot, int)",2,2,2,3
"org.jfree.chart.plot.CombinedDomainXYPlot.calculateAxisSpace(Graphics2D, Rectangle2D)",14,1,11,11
org.jfree.chart.plot.CombinedDomainXYPlot.clone(),2,1,3,3
org.jfree.chart.plot.CombinedDomainXYPlot.datasetChanged(DatasetChangeEvent),5,2,4,5
"org.jfree.chart.plot.CombinedDomainXYPlot.draw(Graphics2D, Rectangle2D, Point2D, PlotState, PlotRenderingInfo)",6,1,5,6
org.jfree.chart.plot.CombinedDomainXYPlot.equals(Object),4,5,1,5
"org.jfree.chart.plot.CombinedDomainXYPlot.findSubplot(PlotRenderingInfo, Point2D)",1,1,2,2
org.jfree.chart.plot.CombinedDomainXYPlot.getDataRange(ValueAxis),2,2,2,3
org.jfree.chart.plot.CombinedDomainXYPlot.getGap(),0,1,1,1
org.jfree.chart.plot.CombinedDomainXYPlot.getLegendItems(),6,1,4,4
org.jfree.chart.plot.CombinedDomainXYPlot.getPlotType(),0,1,1,1
org.jfree.chart.plot.CombinedDomainXYPlot.getSubplots(),0,1,1,1
"org.jfree.chart.plot.CombinedDomainXYPlot.handleClick(int, int, PlotRenderingInfo)",3,1,3,3
org.jfree.chart.plot.CombinedDomainXYPlot.isRangePannable(),3,3,2,3
"org.jfree.chart.plot.CombinedDomainXYPlot.panRangeAxes(double, PlotRenderingInfo, Point2D)",6,4,3,6
org.jfree.chart.plot.CombinedDomainXYPlot.plotChanged(PlotChangeEvent),0,1,1,1
org.jfree.chart.plot.CombinedDomainXYPlot.receive(ChartElementVisitor),0,1,1,1
org.jfree.chart.plot.CombinedDomainXYPlot.remove(XYPlot),7,1,4,6
org.jfree.chart.plot.CombinedDomainXYPlot.setFixedRangeAxisSpace(AxisSpace),0,1,1,1
org.jfree.chart.plot.CombinedDomainXYPlot.setFixedRangeAxisSpaceForSubplots(AxisSpace),1,1,2,2
org.jfree.chart.plot.CombinedDomainXYPlot.setGap(double),0,1,1,1
org.jfree.chart.plot.CombinedDomainXYPlot.setOrientation(PlotOrientation),1,1,2,2
org.jfree.chart.plot.CombinedDomainXYPlot.setRangePannable(boolean),1,1,2,2
org.jfree.chart.plot.CombinedDomainXYPlot.setRenderer(XYItemRenderer),1,1,2,2
org.jfree.chart.plot.CombinedDomainXYPlot.setShadowGenerator(ShadowGenerator),1,1,2,2
"org.jfree.chart.plot.CombinedDomainXYPlot.zoomRangeAxes(double, PlotRenderingInfo, Point2D)",0,1,1,1
"org.jfree.chart.plot.CombinedDomainXYPlot.zoomRangeAxes(double, PlotRenderingInfo, Point2D, boolean)",4,1,3,3
"org.jfree.chart.plot.CombinedDomainXYPlot.zoomRangeAxes(double, double, PlotRenderingInfo, Point2D)",4,1,3,3
org.jfree.chart.plot.CombinedDomainXYPlotTest.chartChanged(ChartChangeEvent),0,1,1,1
org.jfree.chart.plot.CombinedDomainXYPlotTest.createDataset1(),0,1,1,1
org.jfree.chart.plot.CombinedDomainXYPlotTest.createDataset2(),0,1,1,1
org.jfree.chart.plot.CombinedDomainXYPlotTest.createPlot(),0,1,1,1
org.jfree.chart.plot.CombinedDomainXYPlotTest.testCloning(),0,1,1,1
org.jfree.chart.plot.CombinedDomainXYPlotTest.testConstructor1(),0,1,1,1
org.jfree.chart.plot.CombinedDomainXYPlotTest.testEquals(),0,1,1,1
org.jfree.chart.plot.CombinedDomainXYPlotTest.testNotification(),0,1,1,1
org.jfree.chart.plot.CombinedDomainXYPlotTest.testRemoveSubplot(),0,1,1,1
org.jfree.chart.plot.CombinedDomainXYPlotTest.testSerialization(),0,1,1,1
org.jfree.chart.plot.CombinedRangeCategoryPlot.CombinedRangeCategoryPlot(),0,1,1,1
org.jfree.chart.plot.CombinedRangeCategoryPlot.CombinedRangeCategoryPlot(ValueAxis),0,1,1,1
org.jfree.chart.plot.CombinedRangeCategoryPlot.add(CategoryPlot),0,1,1,1
"org.jfree.chart.plot.CombinedRangeCategoryPlot.add(CategoryPlot, int)",2,2,2,3
"org.jfree.chart.plot.CombinedRangeCategoryPlot.calculateAxisSpace(Graphics2D, Rectangle2D)",14,1,11,11
org.jfree.chart.plot.CombinedRangeCategoryPlot.clone(),2,1,3,3
"org.jfree.chart.plot.CombinedRangeCategoryPlot.draw(Graphics2D, Rectangle2D, Point2D, PlotState, PlotRenderingInfo)",9,1,6,8
org.jfree.chart.plot.CombinedRangeCategoryPlot.equals(Object),4,5,1,5
org.jfree.chart.plot.CombinedRangeCategoryPlot.getDataRange(ValueAxis),3,1,3,3
org.jfree.chart.plot.CombinedRangeCategoryPlot.getGap(),0,1,1,1
org.jfree.chart.plot.CombinedRangeCategoryPlot.getLegendItems(),6,1,4,4
org.jfree.chart.plot.CombinedRangeCategoryPlot.getSubplots(),2,2,2,2
"org.jfree.chart.plot.CombinedRangeCategoryPlot.handleClick(int, int, PlotRenderingInfo)",3,1,3,3
org.jfree.chart.plot.CombinedRangeCategoryPlot.plotChanged(PlotChangeEvent),0,1,1,1
org.jfree.chart.plot.CombinedRangeCategoryPlot.readObject(ObjectInputStream),1,1,2,2
org.jfree.chart.plot.CombinedRangeCategoryPlot.receive(ChartElementVisitor),0,1,1,1
org.jfree.chart.plot.CombinedRangeCategoryPlot.remove(CategoryPlot),9,1,5,7
org.jfree.chart.plot.CombinedRangeCategoryPlot.setFixedDomainAxisSpaceForSubplots(AxisSpace),1,1,2,2
org.jfree.chart.plot.CombinedRangeCategoryPlot.setGap(double),0,1,1,1
org.jfree.chart.plot.CombinedRangeCategoryPlot.setOrientation(PlotOrientation),1,1,2,2
org.jfree.chart.plot.CombinedRangeCategoryPlot.setShadowGenerator(ShadowGenerator),1,1,2,2
org.jfree.chart.plot.CombinedRangeCategoryPlotTest.chartChanged(ChartChangeEvent),0,1,1,1
org.jfree.chart.plot.CombinedRangeCategoryPlotTest.createDataset1(),0,1,1,1
org.jfree.chart.plot.CombinedRangeCategoryPlotTest.createDataset2(),0,1,1,1
org.jfree.chart.plot.CombinedRangeCategoryPlotTest.createPlot(),0,1,1,1
org.jfree.chart.plot.CombinedRangeCategoryPlotTest.testCloning(),0,1,1,1
org.jfree.chart.plot.CombinedRangeCategoryPlotTest.testEquals(),0,1,1,1
org.jfree.chart.plot.CombinedRangeCategoryPlotTest.testNotification(),0,1,1,1
org.jfree.chart.plot.CombinedRangeCategoryPlotTest.testRemoveSubplot(),0,1,1,1
org.jfree.chart.plot.CombinedRangeCategoryPlotTest.testSerialization(),0,1,1,1
org.jfree.chart.plot.CombinedRangeXYPlot.CombinedRangeXYPlot(),0,1,1,1
org.jfree.chart.plot.CombinedRangeXYPlot.CombinedRangeXYPlot(ValueAxis),0,1,1,1
org.jfree.chart.plot.CombinedRangeXYPlot.add(XYPlot),0,1,1,1
"org.jfree.chart.plot.CombinedRangeXYPlot.add(XYPlot, int)",1,2,1,2
"org.jfree.chart.plot.CombinedRangeXYPlot.calculateAxisSpace(Graphics2D, Rectangle2D)",14,1,11,11
org.jfree.chart.plot.CombinedRangeXYPlot.clone(),2,1,3,3
"org.jfree.chart.plot.CombinedRangeXYPlot.draw(Graphics2D, Rectangle2D, Point2D, PlotState, PlotRenderingInfo)",6,1,5,6
org.jfree.chart.plot.CombinedRangeXYPlot.equals(Object),4,5,1,5
"org.jfree.chart.plot.CombinedRangeXYPlot.findSubplot(PlotRenderingInfo, Point2D)",1,1,2,2
org.jfree.chart.plot.CombinedRangeXYPlot.getDataRange(ValueAxis),3,1,3,3
org.jfree.chart.plot.CombinedRangeXYPlot.getGap(),0,1,1,1
org.jfree.chart.plot.CombinedRangeXYPlot.getLegendItems(),6,1,4,4
org.jfree.chart.plot.CombinedRangeXYPlot.getPlotType(),0,1,1,1
org.jfree.chart.plot.CombinedRangeXYPlot.getSubplots(),2,2,2,2
"org.jfree.chart.plot.CombinedRangeXYPlot.handleClick(int, int, PlotRenderingInfo)",3,1,3,3
org.jfree.chart.plot.CombinedRangeXYPlot.isDomainPannable(),3,3,2,3
"org.jfree.chart.plot.CombinedRangeXYPlot.panDomainAxes(double, PlotRenderingInfo, Point2D)",6,4,3,6
org.jfree.chart.plot.CombinedRangeXYPlot.plotChanged(PlotChangeEvent),0,1,1,1
org.jfree.chart.plot.CombinedRangeXYPlot.receive(ChartElementVisitor),0,1,1,1
org.jfree.chart.plot.CombinedRangeXYPlot.remove(XYPlot),5,1,3,5
org.jfree.chart.plot.CombinedRangeXYPlot.setDomainPannable(boolean),1,1,2,2
org.jfree.chart.plot.CombinedRangeXYPlot.setFixedDomainAxisSpaceForSubplots(AxisSpace),1,1,2,2
org.jfree.chart.plot.CombinedRangeXYPlot.setGap(double),0,1,1,1
org.jfree.chart.plot.CombinedRangeXYPlot.setOrientation(PlotOrientation),1,1,2,2
org.jfree.chart.plot.CombinedRangeXYPlot.setRenderer(XYItemRenderer),1,1,2,2
org.jfree.chart.plot.CombinedRangeXYPlot.setShadowGenerator(ShadowGenerator),1,1,2,2
"org.jfree.chart.plot.CombinedRangeXYPlot.zoomDomainAxes(double, PlotRenderingInfo, Point2D)",0,1,1,1
"org.jfree.chart.plot.CombinedRangeXYPlot.zoomDomainAxes(double, PlotRenderingInfo, Point2D, boolean)",4,1,3,3
"org.jfree.chart.plot.CombinedRangeXYPlot.zoomDomainAxes(double, double, PlotRenderingInfo, Point2D)",4,1,3,3
org.jfree.chart.plot.CombinedRangeXYPlotTest.chartChanged(ChartChangeEvent),0,1,1,1
org.jfree.chart.plot.CombinedRangeXYPlotTest.createDataset1(),0,1,1,1
org.jfree.chart.plot.CombinedRangeXYPlotTest.createDataset2(),0,1,1,1
org.jfree.chart.plot.CombinedRangeXYPlotTest.createPlot(),0,1,1,1
org.jfree.chart.plot.CombinedRangeXYPlotTest.testCloning(),0,1,1,1
org.jfree.chart.plot.CombinedRangeXYPlotTest.testEquals(),0,1,1,1
org.jfree.chart.plot.CombinedRangeXYPlotTest.testNotification(),0,1,1,1
org.jfree.chart.plot.CombinedRangeXYPlotTest.testRemoveSubplot(),0,1,1,1
org.jfree.chart.plot.CombinedRangeXYPlotTest.testSerialization(),0,1,1,1
org.jfree.chart.plot.Crosshair.Crosshair(),0,1,1,1
org.jfree.chart.plot.Crosshair.Crosshair(double),0,1,1,1
"org.jfree.chart.plot.Crosshair.Crosshair(double, Paint, Stroke)",0,1,1,1
org.jfree.chart.plot.Crosshair.addPropertyChangeListener(PropertyChangeListener),0,1,1,1
org.jfree.chart.plot.Crosshair.clone(),0,1,1,1
org.jfree.chart.plot.Crosshair.equals(Object),17,18,1,18
org.jfree.chart.plot.Crosshair.getLabelAnchor(),0,1,1,1
org.jfree.chart.plot.Crosshair.getLabelBackgroundPaint(),0,1,1,1
org.jfree.chart.plot.Crosshair.getLabelFont(),0,1,1,1
org.jfree.chart.plot.Crosshair.getLabelGenerator(),0,1,1,1
org.jfree.chart.plot.Crosshair.getLabelOutlinePaint(),0,1,1,1
org.jfree.chart.plot.Crosshair.getLabelOutlineStroke(),0,1,1,1
org.jfree.chart.plot.Crosshair.getLabelPaint(),0,1,1,1
org.jfree.chart.plot.Crosshair.getLabelXOffset(),0,1,1,1
org.jfree.chart.plot.Crosshair.getLabelYOffset(),0,1,1,1
org.jfree.chart.plot.Crosshair.getPaint(),0,1,1,1
org.jfree.chart.plot.Crosshair.getStroke(),0,1,1,1
org.jfree.chart.plot.Crosshair.getValue(),0,1,1,1
org.jfree.chart.plot.Crosshair.hashCode(),0,1,1,1
org.jfree.chart.plot.Crosshair.isLabelOutlineVisible(),0,1,1,1
org.jfree.chart.plot.Crosshair.isLabelVisible(),0,1,1,1
org.jfree.chart.plot.Crosshair.isVisible(),0,1,1,1
org.jfree.chart.plot.Crosshair.readObject(ObjectInputStream),0,1,1,1
org.jfree.chart.plot.Crosshair.removePropertyChangeListener(PropertyChangeListener),0,1,1,1
org.jfree.chart.plot.Crosshair.setLabelAnchor(RectangleAnchor),0,1,1,1
org.jfree.chart.plot.Crosshair.setLabelBackgroundPaint(Paint),0,1,1,1
org.jfree.chart.plot.Crosshair.setLabelFont(Font),0,1,1,1
org.jfree.chart.plot.Crosshair.setLabelGenerator(CrosshairLabelGenerator),0,1,1,1
org.jfree.chart.plot.Crosshair.setLabelOutlinePaint(Paint),0,1,1,1
org.jfree.chart.plot.Crosshair.setLabelOutlineStroke(Stroke),0,1,1,1
org.jfree.chart.plot.Crosshair.setLabelOutlineVisible(boolean),0,1,1,1
org.jfree.chart.plot.Crosshair.setLabelPaint(Paint),0,1,1,1
org.jfree.chart.plot.Crosshair.setLabelVisible(boolean),0,1,1,1
org.jfree.chart.plot.Crosshair.setLabelXOffset(double),0,1,1,1
org.jfree.chart.plot.Crosshair.setLabelYOffset(double),0,1,1,1
org.jfree.chart.plot.Crosshair.setPaint(Paint),0,1,1,1
